File,Duration,Is taken,,Taken duration (in minutes),10.16666667
39I0igiJeDU_30000_40000.wav,10.00,,,,
3AtIZY2A4Lk_120000_130000.wav,10.00,n,,,
3b0WnxNfOf8_0_10000.wav,10.00,n,,,
3-BAZ9IRM1s_530000_540000.wav,10.00,y,,,
3Cd7-k99LkY_290000_300000.wav,10.00,n,,,
3d0dg7tCqSc_250000_260000.wav,10.00,y,,,
-3G-bs5JaW8_100000_110000.wav,10.00,y,,,
3GcT21hdxLk_260000_270000.wav,10.00,n,,,
3gKBtWsShBc_50000_60000.wav,10.00,n,,,
3oZLoVYIHFQ_50000_60000.wav,10.00,y,,,
3pnOPc6RsPs_470000_480000.wav,10.00,n,,,
3qcpZuhsDog_0_10000.wav,10.00,n,,,
3QFIGPvCD9Y_10000_20000.wav,10.00,n,,,
3Qtrq7mNpRk_30000_40000.wav,10.00,n,,,
3qUlLqzjK80_60000_70000.wav,10.00,n,,,
3qYR12TI9Ic_180000_190000.wav,10.00,y,,,
3uFwjFHmQhE_10000_20000.wav,10.00,n,,,
3Utd8WYp9ZU_0_10000.wav,10.00,n,,,
3vnRVhpoFpY_200000_210000.wav,10.00,n,,,
3yJv3ElMC4E_160000_170000.wav,10.00,y,,,
435H0Ai36E4_40000_50000.wav,10.00,,,,
47qEvSPsXF4_170000_180000.wav,10.00,,,,
4cJWESri7zs_50000_60000.wav,10.00,n,,,
4f9OKlHoBsk_40000_50000.wav,10.00,n,,,
4ITETcfpgSs_0_10000.wav,10.00,n,,,
4iVvjums0r0_10000_20000.wav,10.00,n,,,
4MYmnpPvBmo_80000_90000.wav,10.00,n,,,
4nK9l8Fv2wA_30000_40000.wav,10.00,n,,,
4SnjARXXyTo_20000_30000.wav,10.00,n,,,
-4WKTcogEJs_30000_40000.wav,10.00,n,,,
4xHAVVdygzk_30000_40000.wav,9.00,n,,,
50c1NQ33yYw_0_10000.wav,10.00,,,,
53UtJp-9UYM_100000_110000.wav,10.00,,,,
57H-K6Yhlig_30000_40000.wav,10.00,,,,
5_cdDjdyILo_160000_170000.wav,10.00,n,,,
5eyKN5xISCc_30000_40000.wav,10.00,n,,,
5GT_Wg6XQC4_30000_40000.wav,10.00,n,,,
5i4U-Ie3pgI_30000_40000.wav,10.00,n,,,
5iT-5fccnC8_70000_80000.wav,10.00,n,,,
5M8JlZNtw0w_20000_30000.wav,10.00,n,,,
5p9pergm-Ko_0_7000.wav,6.72,n,,,
5PXHXL89Kac_0_10000.wav,10.00,y,,,
5slzmsYMlpA_29000_39000.wav,9.00,n,,,
5U2ZiMVHMxg_200000_210000.wav,10.00,n,,,
606sfRcQYA8_90000_100000.wav,10.00,,,,
60hqzRXbO0s_450000_460000.wav,10.00,,,,
6-2SCYUDBZw_30000_40000.wav,10.00,y,,,
64kSvAtmFAk_30000_40000.wav,10.00,,,,
6a2OyetkL0c_180000_190000.wav,10.00,y,,,
6agI5a-5TGY_270000_280000.wav,10.00,y,,,
6BoESZbG9HU_140000_150000.wav,10.00,n,,,
6cgbWBO0_Kg_80000_90000.wav,10.00,n,,,
6F7GHkKxEnc_100000_110000.wav,10.00,n,,,
6fbdPFxR1Wc_30000_40000.wav,10.00,n,,,
6g3ZMgNYE6s_10000_20000.wav,10.00,n,,,
6GfKGwRSRIw_30000_40000.wav,10.00,n,,,
6ip72AF6DiY_300000_310000.wav,10.00,n,,,
6Ix6axuXbnA_470000_480000.wav,10.00,n,,,
6kD5Ya6JUbQ_350000_360000.wav,10.00,y,,,
6mBfajqi1pg_560000_570000.wav,10.00,y,,,
_6MQP6iYahk_120000_130000.wav,10.00,y,,,
6NWpyI8ZC7o_0_7000.wav,7.00,n,,,
6pw5sDsjCio_100000_110000.wav,10.00,n,,,
6qGCOVxywo4_60000_70000.wav,10.00,y,,,
6VCV28rzgM0_590000_600000.wav,10.00,n,,,
6wzuvIz_91g_70000_80000.wav,10.00,y,,,
6xzc5Y-78-s_100000_110000.wav,10.00,y,,,
6y2HuVdxWsw_100000_110000.wav,10.00,n,,,
75LSDHinDBw_100000_110000.wav,10.00,,,,
7a26CcKCj94_90000_100000.wav,10.00,y,,,
7-BcamGuceQ_160000_170000.wav,10.00,n,,,
7bPt8dhIAiU_120000_130000.wav,10.00,y,,,
7GPwz1Wf0u0_140000_150000.wav,10.00,n,,,
7HXiTVCIiQM_130000_140000.wav,10.00,n,,,
7JlXNdqot5c_10000_20000.wav,10.00,n,,,
7Kp8w8uPFUY_120000_130000.wav,10.00,n,,,
7MT6kn7O-Yg_50000_60000.wav,10.00,n,,,
7O_Q7A8LAhI_220000_230000.wav,10.00,n,,,
7tQSdALRYxI_0_10000.wav,10.00,n,,,
7W_nNAwMKfk_110000_120000.wav,10.00,y,,,
7XMNs1cUBPI_250000_260000.wav,10.00,,,,
7xX1g_WVYmM_100000_110000.wav,10.00,,,,
80LZfdjdcfM_80000_90000.wav,10.00,,,,
83hygpk4VKY_120000_130000.wav,10.00,,,,
86rBaUnvabk_40000_50000.wav,10.00,,,,
8a4Zec3h3LM_30000_40000.wav,10.00,,,,
8ceXmEQDKec_10000_20000.wav,10.00,,,,
8e6ha9wOsl0_30000_40000.wav,10.00,,,,
8EE7q8Gn5-s_110000_120000.wav,10.00,,,,
8ENkXXxH0ek_300000_310000.wav,10.00,,,,
8FDXK91vjXI_360000_370000.wav,10.00,,,,
8GPSYoD_J3Q_90000_100000.wav,10.00,,,,
8iWe0H--Zj8_130000_140000.wav,10.00,,,,
8JMFVd_3Fq0_60000_70000.wav,10.00,,,,
8JP7ReHkkus_100000_110000.wav,10.00,,,,
-8kh4JEvkzw_0_10000.wav,10.00,y,,,
-8myqx-cnlc_500000_510000.wav,10.00,n,,,
8p39IkxlA0c_120000_130000.wav,10.00,,,,
8q70f4E6WXE_510000_520000.wav,10.00,,,,
8Q-OMF3jDZQ_30000_40000.wav,10.00,,,,
8UhBEnxGl-M_50000_60000.wav,10.00,,,,
8yY2HUHW3Bg_30000_40000.wav,10.00,,,,
8z6UjJACNLE_10000_20000.wav,10.00,,,,
8ZkzbgrJHTE_20000_30000.wav,10.00,,,,
90GTOk2kHFw_40000_50000.wav,10.00,,,,
96p-sOIMnY0_460000_470000.wav,10.00,,,,
96RUmyMF8xY_10000_20000.wav,10.00,,,,
96U7Fp-ZhT0_20000_30000.wav,10.00,,,,
97_dBJobzaE_50000_60000.wav,10.00,,,,
9DfDmEBAcK0_20000_30000.wav,10.00,,,,
9ejranzi8ow_100000_110000.wav,10.00,,,,
9ige_Pfo-2Q_30000_40000.wav,10.00,,,,
9iLv04oxDOE_0_10000.wav,10.00,,,,
9KhDXUt5IoM_370000_380000.wav,10.00,,,,
9lKT8tuqBtQ_10000_20000.wav,10.00,,,,
9SNlCzvjmVU_310000_320000.wav,10.00,,,,
9wdz8eKr2Qc_20000_30000.wav,10.00,,,,
9YUMLUa6_Kk_390000_400000.wav,10.00,,,,
9YWr88Wvw28_60000_70000.wav,10.00,,,,
9zlVuADmmis_120000_130000.wav,10.00,,,,
A41gpIXz9WY_30000_40000.wav,10.00,,,,
a446EKu5R80_10000_20000.wav,10.00,,,,
a7-3NEbFmeI_110000_120000.wav,10.00,,,,
A7x8vP9N124_30000_40000.wav,10.00,,,,
a99O5xKFMDw_90000_100000.wav,10.00,,,,
AAXowEKGJns_160000_170000.wav,10.00,,,,
adsXomyAeEk_40000_50000.wav,10.00,,,,
ae77rEvgfB8_100000_110000.wav,10.00,,,,
afFwwX0AJk0_370000_380000.wav,10.00,,,,
aFtNcvXq7aM_60000_70000.wav,10.00,,,,
aG_-fLZv1F4_360000_370000.wav,10.00,,,,
AgPBflnMOss_90000_100000.wav,10.00,,,,
AiL8bvc8M8M_30000_40000.wav,10.00,,,,
AlshOYjdNmM_40000_50000.wav,10.00,,,,
AMJXa4v3KYc_30000_40000.wav,10.00,,,,
aMzFTjK0pFQ_90000_100000.wav,10.00,,,,
an3f3lM0zrk_30000_40000.wav,10.00,,,,
ANgVEtaSYl8_30000_40000.wav,10.00,,,,
ApXL5ODyWL4_40000_50000.wav,10.00,,,,
aq2juGj1aBk_100000_110000.wav,10.00,,,,
AsNDxmO5ebE_26000_36000.wav,9.00,,,,
ateZFhw2P00_250000_260000.wav,10.00,,,,
AuCSBtuEI-k_40000_50000.wav,10.00,,,,
aUJZ7tcC-Eg_60000_70000.wav,10.00,,,,
aVkTSaGniOU_6000_16000.wav,9.00,,,,
AVvPNcxOuRQ_30000_40000.wav,10.00,,,,
a-W_gKh4lvQ_50000_60000.wav,10.00,,,,
aWweR0vbv4E_10000_20000.wav,10.00,,,,
AXV9t6otJUk_80000_90000.wav,10.00,,,,
Aycznry-iTQ_30000_40000.wav,10.00,,,,
AYO4ZeZm1mE_140000_150000.wav,10.00,,,,
-AyO7l1Cg80_30000_40000.wav,10.00,,,,
b2-Kg3Xecq4_10000_20000.wav,10.00,,,,
B5-S_Jl0qWg_10000_20000.wav,10.00,,,,
B6uxhGolQpo_320000_330000.wav,10.00,,,,
b8V5qYDf6Nw_0_10000.wav,10.00,,,,
B8Xv04otTos_30000_40000.wav,10.00,,,,
B9heGupPnrA_210000_220000.wav,10.00,,,,
b9WS-4OmvIM_30000_40000.wav,10.00,,,,
ban3U1QHdqY_10000_20000.wav,10.00,,,,
BCJDy3_RG_s_0_10000.wav,10.00,,,,
bCs4WThiPZA_40000_50000.wav,10.00,,,,
Bd2nhNf9Tp8_240000_250000.wav,10.00,,,,
BdH3k5GEcDc_140000_150000.wav,10.00,,,,
bEWyk7ce8iU_10000_20000.wav,10.00,,,,
Bfpqg3C0Ew4_30000_40000.wav,10.00,,,,
bFYtDnEu_WM_230000_240000.wav,10.00,,,,
BhRhkFgGBs8_20000_30000.wav,10.00,,,,
bhUCty5L9VY_210000_220000.wav,10.00,,,,
BIlDJzE8cpw_0_10000.wav,10.00,,,,
bKsv9zDJEhI_370000_380000.wav,10.00,,,,
blaTIx05o7U_0_7000.wav,6.58,,,,
bLoPYZnyDls_440000_450000.wav,10.00,,,,
bM0hl0SPESI_0_10000.wav,10.00,,,,
Bn0YA2DVAQM_50000_60000.wav,10.00,,,,
bnQ5GwUzIQw_40000_50000.wav,10.00,,,,
BokqCsTFNEI_30000_40000.wav,10.00,,,,
BoQbqWnU4c0_70000_80000.wav,10.00,,,,
bp86POFMG3U_80000_90000.wav,10.00,,,,
-Bp9Q5aYLOc_70000_80000.wav,10.00,,,,
bpr9ydMTwGs_30000_40000.wav,10.00,,,,
bq57BVRkh_k_70000_80000.wav,10.00,,,,
Bq7pJ8J8iQ8_40000_50000.wav,10.00,,,,
bREeoq1fKvE_80000_90000.wav,10.00,,,,
BTepa5tICHM_200000_210000.wav,10.00,,,,
buDAD_rD3k4_220000_230000.wav,10.00,,,,
busjTZBJ7QI_100000_110000.wav,10.00,,,,
_bvDXbDFGO0_60000_70000.wav,10.00,,,,
BWqb0GbRfRk_60000_70000.wav,9.00,,,,
bWrBZryS5NY_290000_300000.wav,10.00,,,,
bwx9R3cgaQs_50000_60000.wav,10.00,,,,
bXSBynF2G3o_50000_60000.wav,10.00,,,,
BzqLlEhfpdo_10000_20000.wav,10.00,,,,
C1mVaje_BUM_30000_40000.wav,10.00,,,,
c3AF32jDwH8_120000_130000.wav,10.00,,,,
C4bCoIfF0t4_50000_60000.wav,10.00,,,,
c_8V9SW2qOs_10000_20000.wav,10.00,,,,
cA5edW-PLUo_20000_30000.wav,10.00,,,,
cAt69uiir-Q_190000_200000.wav,10.00,,,,
Cb72bJyShuM_450000_460000.wav,10.00,,,,
c-bz418bUks_10000_20000.wav,10.00,,,,
cCiRNhlg9C4_390000_400000.wav,10.00,,,,
CCywFuWAucg_30000_40000.wav,10.00,,,,
CDzXaXXJbEM_10000_20000.wav,10.00,,,,
ceDWaTMWR1g_50000_60000.wav,10.00,,,,
CFQQgBvv2xQ_100000_110000.wav,10.00,,,,
CgGDTDmu6Qk_30000_40000.wav,10.00,,,,
cgHbr5hivcw_60000_70000.wav,10.00,,,,
CgtYVinJPa8_310000_320000.wav,10.00,,,,
chC-9kguWFA_0_10000.wav,10.00,,,,
CIbc5JqIjiI_30000_40000.wav,10.00,,,,
cJyiiH7JA7c_170000_180000.wav,10.00,,,,
ckF4s_SZ9yQ_0_10000.wav,10.00,,,,
CkTAYVElyrM_220000_230000.wav,10.00,,,,
CLLGryjHW24_30000_40000.wav,10.00,,,,
clnyKJd7K18_10000_20000.wav,10.00,,,,
cMHu8J982xM_70000_80000.wav,10.00,,,,
cn0Lfo0RuIs_60000_70000.wav,10.00,,,,
cP-OvBQ5RmA_30000_40000.wav,10.00,,,,
CQEYmvZRDtM_40000_50000.wav,10.00,,,,
CrHh01rawbA_30000_40000.wav,10.00,,,,
cRkhMBn2ELM_20000_30000.wav,10.00,,,,
crMPYATB5kQ_160000_170000.wav,10.00,,,,
CRMQWKBhJRc_0_10000.wav,10.00,,,,
CRrSmK9xo6I_30000_40000.wav,10.00,,,,
cRsncbbY0NU_30000_40000.wav,10.00,,,,
CsHx08b_Mmo_70000_80000.wav,10.00,,,,
CUpj8e4vfr0_10000_20000.wav,10.00,,,,
CutZRlwZcZU_30000_40000.wav,10.00,,,,
cv_KMgBFnXs_0_7000.wav,6.74,,,,
cvw7UDGRLeo_0_10000.wav,10.00,,,,
cw844ivV0CA_80000_90000.wav,10.00,,,,
d1gI8yIS334_30000_40000.wav,10.00,,,,
d26HeGr9lyA_60000_70000.wav,10.00,,,,
D4gbzWirkwQ_70000_80000.wav,10.00,,,,
d5K_CRFF6QY_30000_40000.wav,10.00,,,,
d7XAa66iR2Y_240000_250000.wav,10.00,,,,
D8H7zrH3amM_0_10000.wav,10.00,,,,
da0keBWk8Ho_270000_280000.wav,10.00,,,,
dBAwPvsmQOA_80000_90000.wav,9.65,,,,
dCDORKRN_aI_180000_190000.wav,10.00,,,,
DepTw8defWM_170000_180000.wav,10.00,,,,
dEXKTosbg8E_0_10000.wav,10.00,,,,
dfxYejzppW8_40000_50000.wav,10.00,,,,
DG89TFpzMmg_20000_30000.wav,10.00,,,,
dgMo5b586E0_10000_20000.wav,10.00,,,,
dGrGnzhQct0_180000_190000.wav,10.00,,,,
DlF5YsnBkb4_30000_40000.wav,10.00,,,,
DNO8dL_W1AI_30000_40000.wav,10.00,,,,
DNSbY2bKAyE_10000_20000.wav,10.00,,,,
dNZFq_4hYTI_80000_90000.wav,10.00,,,,
dPcCE9cndYU_50000_60000.wav,10.00,,,,
Dsw49uX3JkM_0_10000.wav,10.00,,,,
dszSv0BdSrM_10000_20000.wav,10.00,,,,
du6a2k-GU_8_40000_50000.wav,10.00,,,,
DUAOuZYsolE_20000_30000.wav,10.00,,,,
duAVtPbzqxc_230000_240000.wav,10.00,,,,
dVdqCTNHmXc_100000_110000.wav,10.00,,,,
dXIvX2YQqeE_0_10000.wav,10.00,,,,
DXjXhKtrN9s_30000_40000.wav,10.00,,,,
dYk4yglnJAo_170000_180000.wav,10.00,,,,
DylTf2pECxU_120000_130000.wav,10.00,,,,
DYq0gklkL0I_110000_120000.wav,10.00,,,,
DZXQWcbMW9U_480000_490000.wav,10.00,,,,
E3SHLh_qAeg_90000_100000.wav,10.00,,,,
e_5x309zT0k_30000_40000.wav,10.00,,,,
E7n5Z8F4IUk_30000_40000.wav,10.00,,,,
e7VR1kPClcA_100000_110000.wav,10.00,,,,
EAPXZYrMD38_140000_150000.wav,10.00,,,,
EbNuiP23_1M_30000_40000.wav,10.00,,,,
eDJofKCmH-s_20000_30000.wav,10.00,,,,
edZdqE0CLS8_140000_150000.wav,10.00,,,,
edzQilGMseY_13000_23000.wav,9.00,,,,
EEFejKIsZl4_70000_80000.wav,10.00,,,,
EFrncYnRg-Y_50000_60000.wav,10.00,,,,
EFtHGHtwF1A_0_10000.wav,10.00,,,,
ehDC-F5w6Ac_80000_90000.wav,10.00,,,,
Ek8XKK6LE6Y_30000_40000.wav,10.00,,,,
ELnAoHRBJFQ_60000_70000.wav,10.00,,,,
EmJch5XooOQ_0_10000.wav,10.00,,,,
E-mM8vAFS-c_70000_80000.wav,10.00,,,,
enb_S2kX5oQ_130000_140000.wav,10.00,,,,
eOBbi_dx4vo_10000_20000.wav,10.00,,,,
epfr3qcfA_4_90000_100000.wav,10.00,,,,
eRboAmIf2Ek_30000_40000.wav,10.00,,,,
erUCX-QsTlE_30000_40000.wav,10.00,,,,
erX5fkm_Oos_170000_180000.wav,10.00,,,,
esBuds1ITuA_430000_440000.wav,10.00,,,,
ev4gyQeBbLQ_10000_20000.wav,10.00,,,,
eWOcYSKaCsg_210000_220000.wav,10.00,,,,
ey3jRuOuzMc_40000_50000.wav,10.00,,,,
EZ5m9JARwBM_30000_40000.wav,10.00,,,,
ezTD9y2wDXA_550000_560000.wav,10.00,,,,
f03jUgdJKfw_10000_20000.wav,10.00,,,,
F0Omj8D7rOg_0_10000.wav,10.00,,,,
f1LTJAnPr58_70000_80000.wav,10.00,,,,
F2-nfFV8bWE_20000_30000.wav,10.00,,,,
f-2NjwRjVCw_120000_130000.wav,10.00,,,,
f3H_F2RzxVk_20000_30000.wav,10.00,,,,
f5mtzt-ZL7I_350000_360000.wav,10.00,,,,
f8EAURIbmto_0_10000.wav,10.00,,,,
faAkUAKAK0E_0_10000.wav,10.00,,,,
FawyLfqTsqs_230000_240000.wav,10.00,,,,
Fb1_r41QUW4_250000_260000.wav,10.00,,,,
fbEFZ0Pyh2k_130000_140000.wav,10.00,,,,
FBZqk8yz3nM_30000_40000.wav,10.00,,,,
Fc0HTBFqZgM_70000_80000.wav,10.00,,,,
fcFEMkkkotk_30000_40000.wav,10.00,,,,
FCSjIcne0vc_30000_40000.wav,10.00,,,,
FCw8rvKJy5E_30000_40000.wav,10.00,,,,
FD9bOksfiQM_40000_50000.wav,10.00,,,,
FDcbH82VwxI_23000_33000.wav,9.00,,,,
FDjHjIytOEE_0_10000.wav,10.00,,,,
FDNj1d8V-9g_40000_50000.wav,10.00,,,,
FEyJ1E5JgUM_130000_140000.wav,10.00,,,,
ffu2H6QloO8_0_10000.wav,10.00,,,,
FgEETokxBEw_170000_180000.wav,10.00,,,,
_FgMAIrF86U_150000_160000.wav,10.00,,,,
fIpbu3uF12o_140000_150000.wav,10.00,,,,
Fk8y6-wbBUk_20000_30000.wav,10.00,,,,
fkLFPP-U82E_520000_530000.wav,10.00,,,,
fkSlwbHNxYo_30000_40000.wav,10.00,,,,
fLvvN3dhJWo_0_10000.wav,10.00,,,,
FmUBUjGseuA_330000_340000.wav,10.00,,,,
FOcS12s5mmI_20000_30000.wav,10.00,,,,
FOKfCYQCShA_28000_38000.wav,9.94,,,,
Fp5qeW7fHJM_400000_410000.wav,10.00,,,,
fqFSZoU5Tq0_30000_40000.wav,10.00,,,,
f_qjP-L1qXI_10000_20000.wav,10.00,,,,
FR4em-G3gfo_30000_40000.wav,10.00,,,,
Fr5oO4Czx2I_290000_300000.wav,10.00,,,,
FsCyf86qppY_30000_40000.wav,10.00,,,,
FUqW3rNZmws_130000_140000.wav,10.00,,,,
FV0gp4QV84M_120000_130000.wav,10.00,,,,
fYRN_kMtURQ_270000_280000.wav,10.00,,,,
G0846GMeR2c_90000_100000.wav,10.00,,,,
G2THRu30o7M_30000_40000.wav,10.00,,,,
G4iNOd35-Y0_140000_150000.wav,10.00,,,,
G7kZFjckglY_21000_31000.wav,9.00,,,,
g9Pp9qZ3GIc_330000_340000.wav,10.00,,,,
Ga048VjbQFc_300000_310000.wav,10.00,,,,
gBQj0-Ip5hU_80000_90000.wav,10.00,,,,
gciM4Mia1Bk_250000_260000.wav,10.00,,,,
GdND_LYJtYg_30000_40000.wav,10.00,,,,
GdwuddsUo50_0_10000.wav,10.00,,,,
GE5IN5XHGBA_50000_60000.wav,10.00,,,,
gfeH6OoWOlQ_130000_140000.wav,10.00,,,,
gFz5986nPpw_190000_200000.wav,10.00,,,,
Gg2yrb0DF2Y_50000_60000.wav,10.00,,,,
gjA7tue1-aM_40000_50000.wav,10.00,,,,
GJngt9bFpjk_390000_400000.wav,10.00,,,,
GLonHcKZyqw_100000_110000.wav,10.00,,,,
GMBup-GU8oM_40000_50000.wav,10.00,,,,
gMGlJWRJxhc_180000_190000.wav,10.00,,,,
Gmnq57So-U4_20000_30000.wav,10.00,,,,
gn91aAfdVX8_10000_20000.wav,10.00,,,,
GnEgvpk96fA_80000_90000.wav,10.00,,,,
GqKEJPsNWvI_10000_20000.wav,10.00,,,,
-GqMXFPA3vI_160000_170000.wav,10.00,,,,
GrD9MBHKnNI_190000_200000.wav,10.00,,,,
Gro_JLf5aVw_20000_30000.wav,10.00,,,,
GrQDNR-D6bo_60000_70000.wav,10.00,,,,
gry6N9t41yE_150000_160000.wav,10.00,,,,
GssH78eQfVQ_21000_31000.wav,9.83,,,,
g-Tbj3xV5cQ_90000_100000.wav,10.00,,,,
gULnIh1FhhI_170000_180000.wav,10.00,,,,
GVesQf8glMU_20000_30000.wav,10.00,,,,
GvHqxrGs3RM_19000_29000.wav,9.00,,,,
GW5yUNWZ2MY_30000_40000.wav,10.00,,,,
GxieG4J68Yw_70000_80000.wav,10.00,,,,
gxupw1GpMWo_80000_90000.wav,10.00,,,,
gy55Ml1X_kU_30000_40000.wav,10.00,,,,
g_zBk4p6cFs_230000_240000.wav,10.00,,,,
h1bFLyel_Mw_100000_110000.wav,10.00,,,,
h1GeaRRd1Zs_310000_320000.wav,10.00,,,,
h1q9OALd7K0_540000_550000.wav,10.00,,,,
H2rtj2uak9U_540000_550000.wav,10.00,,,,
h5CN_uzb2X0_40000_50000.wav,10.00,,,,
h71dB9Qo7U0_20000_30000.wav,10.00,,,,
HbhIIXh9b-U_280000_290000.wav,10.00,,,,
hcAUpwtFMrs_130000_140000.wav,10.00,,,,
HcG9MzrDPgc_30000_40000.wav,10.00,,,,
hcOACmq8DxE_50000_60000.wav,9.00,,,,
H_DAy3fUL8M_140000_150000.wav,10.00,,,,
HE3sfnAo1x4_10000_20000.wav,10.00,,,,
HFlfGXEdQXU_30000_40000.wav,10.00,,,,
hFpBrtp_0S8_30000_40000.wav,10.00,,,,
HFYdNrJN2Zg_0_10000.wav,10.00,,,,
hG_pccZVKys_150000_160000.wav,10.00,,,,
HGstsTY4dRc_50000_60000.wav,10.00,,,,
hH2OMKEvO-s_10000_20000.wav,10.00,,,,
HHvqCV4kN-M_40000_50000.wav,10.00,,,,
hjjlHKJu0Cw_170000_180000.wav,10.00,,,,
hkd6_120zcE_0_10000.wav,10.00,,,,
hl7eHItq9Zw_50000_60000.wav,10.00,,,,
hlMDHf1eF2o_40000_50000.wav,10.00,,,,
hLVXXrelgJ8_110000_120000.wav,10.00,,,,
HMePQl4hbNI_30000_40000.wav,10.00,,,,
hmMq1usIZAA_60000_70000.wav,10.00,,,,
Hn1UNGYvikE_130000_140000.wav,10.00,,,,
hNM8stQ6tM4_260000_270000.wav,10.00,,,,
hpRO7HAptLU_450000_460000.wav,10.00,,,,
Hpt4oDpqQ94_30000_40000.wav,10.00,,,,
Hr6SPb_1FQA_10000_20000.wav,10.00,,,,
HRCoE2J1Vfk_480000_490000.wav,10.00,,,,
HRNjG4NfYIs_10000_20000.wav,10.00,,,,
HS1xYHNJkoA_120000_130000.wav,10.00,,,,
HsrpVJjQhZQ_30000_40000.wav,10.00,,,,
hW5gtf6DYek_60000_70000.wav,10.00,,,,
hWbcPJCYcmk_40000_50000.wav,10.00,,,,
h-wUTDMRlQ0_250000_260000.wav,10.00,,,,
HylySP1KZHQ_130000_140000.wav,10.00,,,,
I2jVlVaFyD0_0_10000.wav,10.00,,,,
i5xwPDOoQ88_10000_20000.wav,10.00,,,,
iAFVE7A8H4E_0_10000.wav,10.00,,,,
iAuoN5Cwl20_30000_40000.wav,10.00,,,,
Ib7cg0gudCs_170000_180000.wav,10.00,,,,
IbEqfqTarSQ_210000_220000.wav,10.00,,,,
iBYwf7KQG1M_30000_40000.wav,10.00,,,,
icJ6tsRjavA_110000_120000.wav,10.00,,,,
iCTWz5H9tK0_90000_100000.wav,10.00,,,,
IDx52t0hn7Q_0_10000.wav,10.00,,,,
IFrUUoIqRqw_30000_40000.wav,10.00,,,,
ig8YryOiKFI_30000_40000.wav,10.00,,,,
I_GAhp3M4kQ_0_10000.wav,10.00,,,,
igLg2QlMkHg_240000_250000.wav,10.00,,,,
IgVzKNLqGJQ_80000_90000.wav,10.00,,,,
iH9meKHtP6M_30000_40000.wav,10.00,,,,
IHQlD8HukOw_30000_40000.wav,10.00,,,,
ikG8XGcwLCU_20000_30000.wav,10.00,,,,
